grid_y,grid_x
35,8
36,9
36,10
37,11
38,12
39,13
39,14
39,15
39,16
39,17
39,18
39,19
40,20
41,21
41,22
41,23
41,24
41,25
41,26
41,27
41,28
41,29
41,30
41,31
41,32
41,33
41,34
41,35
41,36
40,36
39,36
38,37
37,38
36,39
35,40
34,41
34,42
34,43
34,44
34,45
34,46
34,47
34,48
34,49
34,50
34,51
34,52
34,53
34,54
34,55
34,56
34,57
34,58
34,59
35,60
36,61
37,62
38,63
39,64
40,65
41,66
42,67
43,68
43,69
43,70
43,71
43,72
43,73
43,74
43,75
43,76
43,77
43,78
43,79
43,80
43,81
43,82
43,83
43,84
43,85
43,86
43,87
44,88
44,89
44,90
44,91
44,92
44,93
44,94
44,95
44,96
45,97
46,98
47,99
48,100
49,101
50,102
51,103
52,104
53,105
54,106
55,107
56,108
56,109
56,110
56,111
56,112
56,113
56,114
56,115
56,116
56,117
56,118
56,119
56,120
56,121
56,122
56,123
56,124
56,125
56,126
56,127
56,128
56,129
56,130
56,131
56,132
56,133
56,134
56,135
57,136
57,137
57,138
57,139
57,140
57,141
57,142
57,143
57,144
57,145
57,146
57,147
57,148
58,148
59,148
60,148
61,148
62,149
63,150
64,151
65,152
66,153
67,154
68,155
69,156
70,157
71,158
72,159
73,160
74,161
75,162
75,163
75,164
75,165
75,166
75,167
75,168
75,169
75,170
75,171
75,172
75,173
75,174
75,175
75,176
76,176
77,176
78,176
79,176
80,176
81,176
82,176
83,176
84,176
85,176
86,176
87,177
88,178
89,179
90,179
91,179
92,179
93,179
94,179
95,179
96,179
97,179
98,179
99,179
100,179
101,179
102,180
103,180
104,180
105,180
106,180
107,180
108,180
109,181
110,181
111,181
112,181
113,181
114,180
115,180
116,180
117,180
118,181
119,181
120,181
121,181
122,182
123,182
124,182
125,182
126,183
127,183
128,183
129,183
130,183
131,183
132,183
133,183
134,183
135,183
136,183
137,183
138,183
139,183
140,183
141,183
142,183
143,183
144,183
145,183
146,183
147,183
148,183
149,183
150,183
151,182
152,181
153,180
154,179
155,178
156,177
157,176
158,175
159,174
160,173
161,172
162,171
163,170
164,169
165,168
166,167
167,166
168,165
168,164
168,163
168,162
168,161
168,160
167,159
167,158
167,157
167,156
167,155
167,154
167,153
167,152
