grid_y,grid_x
35,8
36,9
36,10
37,11
38,12
39,13
39,14
39,15
39,16
39,17
39,18
39,19
40,20
41,21
42,22
43,23
44,24
45,25
46,26
47,27
48,28
49,29
50,30
51,30
52,30
53,30
54,31
55,32
56,33
57,34
58,35
59,36
60,37
61,38
62,39
63,40
64,41
65,42
66,43
67,44
68,45
68,46
68,47
68,48
68,49
68,50
68,51
68,52
68,53
69,54
70,54
71,54
72,54
73,55
74,56
75,57
76,58
77,59
78,60
79,61
80,62
81,63
82,64
83,64
84,64
85,64
86,64
87,64
88,65
89,66
90,67
91,68
92,69
93,70
94,71
95,72
96,73
97,74
98,75
98,76
98,77
98,78
98,79
98,80
98,81
98,82
98,83
98,84
98,85
98,86
98,87
98,88
98,89
98,90
98,91
98,92
98,93
98,94
98,95
98,96
98,97
98,98
98,99
98,100
98,101
98,102
98,103
98,104
98,105
98,106
98,107
98,108
98,109
98,110
98,111
98,112
98,113
98,114
98,115
98,116
98,117
98,118
99,119
100,120
101,121
102,122
103,122
104,122
105,122
106,122
107,122
108,122
109,122
110,122
111,122
112,122
113,122
114,122
115,122
116,122
117,122
118,122
119,122
120,122
121,122
122,122
123,122
124,122
124,123
124,124
124,125
124,126
124,127
124,128
124,129
124,130
124,131
124,132
125,133
125,134
126,135
127,136
128,137
129,138
129,139
130,140
131,141
132,142
133,143
133,144
133,145
133,146
133,147
133,148
134,148
135,148
136,148
137,148
138,148
139,148
140,148
141,148
142,148
143,148
144,148
145,148
146,148
147,148
148,148
149,148
150,148
151,148
152,148
153,148
154,148
155,148
156,148
157,148
158,148
159,148
160,149
161,149
162,150
163,150
164,151
165,151
166,151
167,152
